id,type,chinese,romaji,classification,audioid,english
20160,近反義詞不單列詞目者,灰埕,,,,Huicheng
20161,近反義詞不單列詞目者,宅仔,,,,Zhaizi
20164,近反義詞不單列詞目者,窮貨底,,,,Poor stuff
20165,近反義詞不單列詞目者,賣主,,,,seller
20166,近反義詞不單列詞目者,閒煩惱,,,,free troubles
20167,近反義詞不單列詞目者,耐命,nāi-miā,,,Endurance
20169,近反義詞不單列詞目者,寬行,khuann-kiânn,,,wide line
20170,近反義詞不單列詞目者,黃目樹,n̂g-ba̍k-tshiū,,,yellow tree
20171,近反義詞不單列詞目者,媽祖娘,,,,Mazu Niang
20172,近反義詞不單列詞目者,扶後跤,phôo-āu-kha,,,Help the back to fall
20173,近反義詞不單列詞目者,頓胸坎,,,,Stamp your chest
20175,近反義詞不單列詞目者,越唸,ua̍t-liām,,,The more I think about it
20176,近反義詞不單列詞目者,暗記,àm-kì,,,secret note
20179,近反義詞不單列詞目者,會當過,,,,Will pass
20180,近反義詞不單列詞目者,袂當過,,,,Betrayed
20181,近反義詞不單列詞目者,會仔跤,,,,Huizi wrestling
20182,近反義詞不單列詞目者,上班日,,,,Working day
20183,近反義詞不單列詞目者,上班時間,,,,Working hours
20184,近反義詞不單列詞目者,準煞,tsún-suah,,,Accurate evil
20185,近反義詞不單列詞目者,煞了代,suah-liáu-tāi,,,Shameful generation
20191,近反義詞不單列詞目者,懸大,,,,hanging big
20192,近反義詞不單列詞目者,忍尿,lún-jiō,,,Hold back urine
20193,近反義詞不單列詞目者,萬底深坑,,,,Deep pit
20194,近反義詞不單列詞目者,無底深坑,,,,bottomless pit
20196,近反義詞不單列詞目者,疊貨,thia̍p-huè,,,Stack goods
20197,近反義詞不單列詞目者,落殼,lak-khak,,,Falling shell
20198,近反義詞不單列詞目者,凡若,huān-nā,,,Fanruo
20199,近反義詞不單列詞目者,挨挨𤲍𤲍,e-e-kheh-kheh,,,Suffering 𤲍𤲍
20200,近反義詞不單列詞目者,蒂頭仔,,,,Ditouzai
20201,近反義詞不單列詞目者,死痠,,,,Dead acid
20203,近反義詞不單列詞目者,雨閘,hōo-tsa̍h,,,rain gate
20204,近反義詞不單列詞目者,雨棚,hōo-pênn/hōo-pînn,,,awning
20205,近反義詞不單列詞目者,翻轉工,,,,flipper
20206,近反義詞不單列詞目者,翻轉日,,,,flip day
20207,近反義詞不單列詞目者,電批,,,,Electric batch
20208,近反義詞不單列詞目者,電腦批,,,,computer batch
20209,近反義詞不單列詞目者,頭毛店,,,,Tou Mao shop
20210,近反義詞不單列詞目者,頓蹄,,,,Stomp
20211,近反義詞不單列詞目者,飽米,,,,full rice
20212,近反義詞不單列詞目者,剺花,le̍h-hue,,,cut flowers
20213,近反義詞不單列詞目者,墓錢,,,,Tomb money
20214,近反義詞不單列詞目者,古仔紙,,,,ancient paper
20215,近反義詞不單列詞目者,寢頭仔,tshím-thâu-á,,,bedtime boy
20216,近反義詞不單列詞目者,拄開始,tú-khai-sí,,,Start by leaning on
20217,近反義詞不單列詞目者,致重,,,,serious
20219,近反義詞不單列詞目者,相耽誤,sann-tānn-gōo/sio-tānn-gōo,,,delayed
20220,近反義詞不單列詞目者,睏大豬,,,,Sleepy big pig
20221,近反義詞不單列詞目者,歌仔簿,kua-á-phōo,,,Gezaibu
20222,近反義詞不單列詞目者,君子步,,,,gentleman step
20223,近反義詞不單列詞目者,歹戲拖棚,,,,Show stall
20224,近反義詞不單列詞目者,綿綿精精,mî-mî-tsinn-tsinn,,,Mianmianjingjing
20225,近反義詞不單列詞目者,慢氣,bān-khuì,,,Slow breath
20227,近反義詞不單列詞目者,輕便,khing-piān,,,light
20228,近反義詞不單列詞目者,大𡳞脬,tuā-lān-pha,,,Big 𡳞脬
20229,近反義詞不單列詞目者,滿山紅,muá-suann-âng,,,Mountain red
20230,近反義詞不單列詞目者,報春花,pò-tshun-hue,,,primrose
20231,近反義詞不單列詞目者,無張無持,bô-tiunn-bô-tî,,,"No Zhang, No Hold"
20232,近反義詞不單列詞目者,究勘,kiù-khàm,,,investigate
20234,近反義詞不單列詞目者,冇談,,,,No talk
20235,近反義詞不單列詞目者,蓮苞頭,liân-pôo-thâu,,,lotus bud
20236,近反義詞不單列詞目者,蝦繭,hê-kián,,,shrimp cocoon
20237,近反義詞不單列詞目者,究真,kiù-tsin,,,seek truth
20239,近反義詞不單列詞目者,窮實,khîng-si̍t,,,Really poor
20240,近反義詞不單列詞目者,羊頭眩,,,,Sheep's Head Dizziness
20241,近反義詞不單列詞目者,閬雨站,,,,Langyu Station
20242,近反義詞不單列詞目者,閬蹘,làng-liâu,,,Langxiang
20243,近反義詞不單列詞目者,溜閃,,,,gliding
20244,近反義詞不單列詞目者,辟走,phiah-tsáu,,,Get away
20245,近反義詞不單列詞目者,浸水,,,,soaking
20246,近反義詞不單列詞目者,激水,,,,surging water
20248,近反義詞不單列詞目者,樹奶索仔,,,,tree milk suozai
20249,近反義詞不單列詞目者,樹奶箍仔,,,,Tree nipples
20250,近反義詞不單列詞目者,孽仔話,gia̍t-á-uē,,,Niezi talk
20251,近反義詞不單列詞目者,孽畜仔話,gia̍t-thiok-á-uē,,,Bastard words
20252,近反義詞不單列詞目者,燃茶,,,,burning tea
20254,近反義詞不單列詞目者,燈籃仔花,ting-nâ-á-hue,,,lantern basket flower
20255,近反義詞不單列詞目者,燒燙燙,,,,"Burn, burn, burn"
20256,近反義詞不單列詞目者,發毛,,,,hairy
20257,近反義詞不單列詞目者,賴賴行,,,,Lai Lai Xing
20258,近反義詞不單列詞目者,鋸屑,,,,sawdust
20259,近反義詞不單列詞目者,沬水,,,,water
20260,近反義詞不單列詞目者,藏水,,,,Hide water
20261,近反義詞不單列詞目者,藏頭沬,,,,Zangtouji
20262,近反義詞不單列詞目者,鑽沬,,,,Diamond
20263,近反義詞不單列詞目者,抾菜,khioh tshài,,,Fengcai
20264,近反義詞不單列詞目者,練先,,,,Practice first
20265,近反義詞不單列詞目者,歌仔仙,,,,Ge Zaixian
20266,近反義詞不單列詞目者,毛毛仔雨,,,,Maomao Zaiyu
20267,近反義詞不單列詞目者,下跤手,,,,Wrestler
20268,近反義詞不單列詞目者,媒人錢較貴聘金禮,,,,The matchmaker’s money is more expensive than the bride price
20269,近反義詞不單列詞目者,加冠禮較濟戲金銀,,,,The crowning ceremony is more economical than gold and silver
20270,近反義詞不單列詞目者,面頂百,,,,Face top hundred
20271,近反義詞不單列詞目者,頭面頂百,,,,Head and face top one hundred
20273,近反義詞不單列詞目者,雄骨,hiông-kut,,,male bone
20274,近反義詞不單列詞目者,鴨公聲,,,,duck male voice
20275,近反義詞不單列詞目者,䆀豆,,,,Ji Dou
20276,近反義詞不單列詞目者,粉豆,,,,pink beans
20277,近反義詞不單列詞目者,歹氣,,,,Bad temper
20278,近反義詞不單列詞目者,臨時臨陣,lîm-sî-lîm-tsūn,,,improvised
20279,近反義詞不單列詞目者,圓栱橋,uân-kong-kiô,,,Yuangong Bridge
20280,近反義詞不單列詞目者,鮢鱖魚,,,,Mandarin fish
20281,近反義詞不單列詞目者,舊症,,,,old disease
20282,近反義詞不單列詞目者,久年病,,,,chronic disease
20283,近反義詞不單列詞目者,薰篋仔,,,,Xun Xizi
20284,近反義詞不單列詞目者,蟳仁,,,,蟳仁
20285,近反義詞不單列詞目者,蟳仔卵,,,,Crab eggs
20286,近反義詞不單列詞目者,雙糕粿,,,,Double cake
20287,近反義詞不單列詞目者,雙糕（仔）,,,,Double cake (Aberdeen)
20288,近反義詞不單列詞目者,鹹酸苦澀,,,,"Salty, sour and bitter"
20289,近反義詞不單列詞目者,相趁相喊,sio-thàn-sio-hán,,,shouting at each other
20290,近反義詞不單列詞目者,鐵釘夾,thih-ting-ngeh,,,Nail clip
20292,近反義詞不單列詞目者,變啥物魍,,,,What kind of thing has it become?
20293,近反義詞不單列詞目者,變啥空,,,,Nothing becomes empty
20294,近反義詞不單列詞目者,變啥空頭,,,,Become short
20295,近反義詞不單列詞目者,變啥齣頭,,,,What are you going to do to get ahead?
20296,近反義詞不單列詞目者,變無路,piàn-bô-lōo/pìnn-bô-lōo,,,Become desperate
20297,近反義詞不單列詞目者,變無空,piàn-bô-khang/pìnn-bô-khang,,,become empty
20299,近反義詞不單列詞目者,變魍,pìnn-báng,,,Become a monster
20300,近反義詞不單列詞目者,豔麗,iām-lē,,,Gorgeous
20301,近反義詞不單列詞目者,菜鴿目,tshài-kap-ba̍k,,,Pigeon order
20303,近反義詞不單列詞目者,鹽酸仔草,,,,Aberrant hydrochloride
20304,近反義詞不單列詞目者,醡母草,tsà-bú-tsháu,,,Motherwort
20305,近反義詞不單列詞目者,醡漿草,tsà-tsiunn-tsháu,,,Sorrel
20306,近反義詞不單列詞目者,山鹽酸,,,,Mountain hydrochloric acid
20307,近反義詞不單列詞目者,𣻸肭肭,siûnn-leh-leh,,,𣻸譭譭
20308,近反義詞不單列詞目者,足心願,,,,satisfy one's wish
20309,近反義詞不單列詞目者,稱意,,,,Satisfactory
20310,近反義詞不單列詞目者,分食,pun-tsia̍h,,,Share food
20311,近反義詞不單列詞目者,分開食,,,,Eat separately
20312,近反義詞不單列詞目者,分家伙,,,,Divide guys
20313,近反義詞不單列詞目者,拆伙灶,,,,Dismantle the stove
20314,近反義詞不單列詞目者,拆伙鼎,,,,Dismantle Huoding
20315,近反義詞不單列詞目者,過冬鳥,,,,winter bird
20317,近反義詞不單列詞目者,做肉砧,,,,meat making stock
20318,近反義詞不單列詞目者,無藝,bô-gē,,,No art
20319,近反義詞不單列詞目者,無俗,bô-sio̍h,,,Unconventional
20321,近反義詞不單列詞目者,山裡,suann--lí,,,mountains
20322,近反義詞不單列詞目者,心肝內,,,,In the heart and liver
20323,近反義詞不單列詞目者,目箭,,,,eye arrow
20324,近反義詞不單列詞目者,㾀命,khiap-miā,,,㾀fate
20325,近反義詞不單列詞目者,官府,,,,government
20326,近反義詞不單列詞目者,拄拄仔,tú-tú-á,,,Zhuzhuzai
20327,近反義詞不單列詞目者,拄遷,,,,Zhuqian
20328,近反義詞不單列詞目者,頭先仔,thâu-sing-á,,,Tou Xianzi
20329,近反義詞不單列詞目者,相伴,,,,accompany
20330,近反義詞不單列詞目者,鬥伴,,,,fighting partner
20331,近反義詞不單列詞目者,暗靜,àm-tsīnn,,,Quiet
20332,近反義詞不單列詞目者,唸歌仔,,,,Niangezi
20333,近反義詞不單列詞目者,存意,,,,intention
20334,近反義詞不單列詞目者,立意,,,,conception
20335,近反義詞不單列詞目者,主心定,,,,Focus on concentration
20336,近反義詞不單列詞目者,無夠額,,,,Not enough
20337,近反義詞不單列詞目者,未到,,,,Not yet arrived
20338,近反義詞不單列詞目者,鴨卵面,ah-nn̄g-bīn,,,Duck egg noodles
20339,近反義詞不單列詞目者,狗聲乞食調,,,,Dog begging for food
22098,臺華共同詞,可以,khó-í,副詞,22098(1),Can
22099,臺華共同詞,如果,jû-kó/lû-kó,"連詞、介詞,副詞",22099(1),if
22100,臺華共同詞,因此,in-tshú,"連詞、介詞,副詞",22100(1),therefore
22101,臺華共同詞,公司,kong-si,商業,22101(1),company
22102,臺華共同詞,問題,būn-tê/būn-tuê,事、物泛稱,22102(1),question
22103,臺華共同詞,使用,sú-iōng,一般動詞-靜態動詞,22103(1),use
22104,臺華共同詞,不過,put-kò,"連詞、介詞,副詞",22104(1),but
22105,臺華共同詞,開始,khai-sí,副詞,22105(1),start
22106,臺華共同詞,已經,í-king,副詞,22106(1),already
22107,臺華共同詞,必須,pit-su,副詞,22107(1),must
22108,臺華共同詞,報導,pò-tō,一般動詞-行為動詞,22108(1),report
22109,臺華共同詞,指出,tsí-tshut,一般動詞-行為動詞,22109(1),point out
22110,臺華共同詞,產品,sán-phín,相關用語,22110(1),product
22111,臺華共同詞,如何,jû-hô/lû-hô,代名詞,22111(1),how
22112,臺華共同詞,需要,su-iàu,"一般動詞-靜態動詞,副詞",22112(1),need
22113,臺華共同詞,認為,jīn-uî/līn-uî,心理狀態,22113(1),think
22114,臺華共同詞,大陸,tāi-lio̍k,國家、社會、民眾,22114(1),mainland
22115,臺華共同詞,包括,pau-kuat,性質、程度,22115(1),include
22116,臺華共同詞,非常,hui-siông,"性質、程度,副詞",22116(1),Very
22117,臺華共同詞,功能,kong-lîng,事、物泛稱,22117(1),Function
22118,臺華共同詞,攝影,liap-iánn,"文學、藝術,休閒、娛樂",22118(1),photography
22119,臺華共同詞,業者,gia̍p-tsiá,相關用語,22119(1),industry
22120,臺華共同詞,成為,sîng-uî,一般動詞-活動動詞,22120(1),become
22121,臺華共同詞,任何,jīm-hô/līm-hô,事、物泛稱,22121(1),any
22122,臺華共同詞,成長,sîng-tióng,生養老死,22122(1),growing up
22123,臺華共同詞,要求,iau-kiû,一般動詞-行為動詞,22123(1),Require
22124,臺華共同詞,容易,iông-ī,性質、程度,22124(1),easy
22125,臺華共同詞,國家,kok-ka,國家、社會、民眾,22125(1),nation
22126,臺華共同詞,個人,kò-jîn/kò-lîn,"組織團體,相關用語",22126(1),personal
22127,臺華共同詞,股市,kóo-tshī,"相關用語,財務單位、活動",22127(1),stock market
22128,臺華共同詞,決定,kuat-tīng,一般動詞-行為動詞,22128(1),Decide
22129,臺華共同詞,地區,tē-khu/tuē-khu,"地理,空間方位,國家、社會、民眾",22129(1),area
22130,臺華共同詞,推出,thui-tshut,一般動詞-活動動詞,22130(1),roll out
22131,臺華共同詞,能力,lîng-li̍k,才智能力,22131(1),ability
22132,臺華共同詞,了解,liáu-kái,心理活動,22132(1),learn
22133,臺華共同詞,產生,sán-sing,一般動詞-活動動詞,22133(1),produce
22134,臺華共同詞,加上,ka-siōng,一般動詞-行為動詞,22134(1),plus
22135,臺華共同詞,進入,tsìn-ji̍p/tsìn-li̍p,一般動詞-行為動詞,22135(1),Enter
22136,臺華共同詞,技術,ki-su̍t,相關用語,22136(1),technology
22137,臺華共同詞,情況,tsîng-hóng,"境況、狀態-擬事,事、物泛稱",22137(1),Condition
22138,臺華共同詞,資訊,tsu-sìn,郵電、網路,22138(1),information
22139,臺華共同詞,廠商,tshiúnn-siong,相關用語,22139(1),Manufacturer
22140,臺華共同詞,原因,guân-in,事、物泛稱,22140(1),reason
22141,臺華共同詞,最近,tsuè-kīn/tsuè-kūn,時間節令,22141(1),recent
22142,臺華共同詞,效果,hāu-kó,事、物泛稱,22142(1),Effect
22143,臺華共同詞,造成,tsō-sîng,一般動詞-靜態動詞,22143(1),cause
22144,臺華共同詞,音樂,im-ga̍k,戲劇、音樂,22144(1),music
22145,臺華共同詞,不斷,put-tuān,性質、程度,22145(1),constantly
22146,臺華共同詞,傳統,thuân-thóng,"個性風格,性質、程度",22146(1),Tradition
22147,臺華共同詞,顯示,hián-sī,一般動詞-靜態動詞,22147(1),show
22148,臺華共同詞,資金,tsu-kim,"相關用語,錢財資產",22148(1),funds
22149,臺華共同詞,相關,siong-kuan,一般動詞-靜態動詞,22149(1),Related
22150,臺華共同詞,網路,bāng-lōo,郵電、網路,22150(1),network
22151,臺華共同詞,尤其,iû-kî,"性質、程度,副詞",22151(1),especially
22152,臺華共同詞,女性,lú-sìng/lí-sìng,"泛稱,性別、婚姻",22152(1),female
22153,臺華共同詞,過程,kuè-tîng/kè-tîng,一般動詞-靜態動詞,22153(1),process
22154,臺華共同詞,中國,Tiong-kok,國家、社會、民眾,22154(1),China
22155,臺華共同詞,軟體,nńg-thé,科技、工業,22155(1),software
22156,臺華共同詞,警方,kíng-hong,軍公教業,22156(1),police
22157,臺華共同詞,透過,thàu-kuè/thàu-kè,副詞,22157(1),through
22158,臺華共同詞,強調,kiông-tiāu,性質、程度,22158(1),emphasize
22159,臺華共同詞,人士,jîn-sū/lîn-sū,相關用語,22159(1),person
22160,臺華共同詞,狀況,tsōng-hóng,事、物泛稱,22160(1),situation
22161,臺華共同詞,專業,tsuan-gia̍p,性質、程度,22161(1),major
22162,臺華共同詞,程式,tîng-sik,科技、工業,22162(1),program
22163,臺華共同詞,並且,pīng-tshiánn,連詞、介詞,22163(1),and
22164,臺華共同詞,需求,su-kiû,一般動詞-靜態動詞,22164(1),need
22165,臺華共同詞,演出,ián-tshut,"戲劇、音樂,一般動詞-活動動詞",22165(1),show
22166,臺華共同詞,兩岸,lióng-huānn,空間方位,22166(1),both sides of the strait
22167,臺華共同詞,員工,uân-kang,地位、身世、背景,22167(1),staff
22168,臺華共同詞,因素,in-sòo,事、物泛稱,22168(1),factor
22169,臺華共同詞,安全,an-tsuân,生活狀況,22169(1),Safety
22170,臺華共同詞,加入,ka-ji̍p/ka-li̍p,一般動詞-行為動詞,22170(1),join in
22171,臺華共同詞,改善,kái-siān,一般動詞-行為動詞,22171(1),improve
22172,臺華共同詞,合作,ha̍p-tsok,待人處事,22172(1),cooperate
22173,臺華共同詞,此外,tshú-guā,性質、程度,22173(1),also
22174,臺華共同詞,系列,hē-lia̍t,事、物泛稱,22174(1),series
22175,臺華共同詞,球員,kiû-uân,"相關用語,體育、運動",22175(1),player
22176,臺華共同詞,一切,it-tshè,性質、程度,22176(1),everything
22177,臺華共同詞,減少,kiám-tsió,一般動詞-靜態動詞,22177(1),reduce
22178,臺華共同詞,網站,bāng-tsām,郵電、網路,22178(1),website
22179,臺華共同詞,創作,tshòng-tsok,"文學、藝術,戲劇、音樂,一般動詞-行為動詞",22179(1),creation
22180,臺華共同詞,吸引,khip-ín,心理活動,22180(1),attract
