defid,wordid,partofspeech,def_chinese,def_english
16365,12002,動詞,靜心安坐、安靜的坐著。,"Sit quietly, quietly."
16366,12002,動詞,一種道家修養的功夫。,A kind of Taoist cultivation skill.
16367,12002,動詞,為了表示抗議或是為了達到某種目的而安靜坐著。,To sit quietly in protest or to achieve some purpose.
16368,12003,動詞,隨時帶在身上。,Carry it with you at all times.
16369,12004,名詞,用刀子在玉、石、木頭等材料上堆砌、雕鑿、刻畫而形成的一種立體造形藝術。,"A three-dimensional sculpture art formed by using a knife to stack, carve and carve jade, stone, wood and other materials."
16370,12005,副詞,隨意。隨個人的方便，在性質、範圍、數量等方面不加以限制。,"random. According to personal convenience, there are no restrictions in terms of nature, scope, quantity, etc."
16371,12005,形容詞,馬虎。不用心、不認真。,careless. Not careful or serious.
16372,12006,副詞,之後。,after.
16373,12007,副詞,任何時候、無論何時。,"Any time, no matter what time."
16374,12007,副詞,馬上、立刻。,"Immediately, immediately."
16375,12008,名詞,銀根。金融市場上貨幣、資金流通供應的情形。,money. The situation of currency and capital circulation and supply in the financial market.
16376,12009,名詞,指小錢莊、錢攤子。,Refers to small money shops and money stalls.
16377,12010,名詞,金錢財富的通稱。,A general term for money and wealth.
16378,12011,名詞,守財奴、拜金主義者。,"Scrooge, money worshiper."
16379,12012,名詞,舊式的私人金融機關，經營金錢流通的事業。,"An old-style private financial institution, engaged in the circulation of money."
16380,12013,名詞,爬蟲類動物。身體有美麗的花紋，體型巨大，常達三公尺以上，不具毒性，通常用身體將獵物勒死後吞食。多分布於熱帶森林中。,"Reptiles. The body has beautiful patterns and is huge, often reaching more than three meters. It is not poisonous and usually strangles its prey with its body and devours it. Mostly found in tropical forests."
16381,12014,名詞,錢袋、錢包。,"Money bags, wallets."
16382,12015,名詞,撲滿、存錢筒。,"Full piggy bank, piggy bank."
16383,12016,名詞,款子、款項。錢方面的事。,"Money, money. Money matters."
16384,12017,動詞,失常。沒有次序、失去常態。,"Abnormal. No order, no normalcy."
16385,12018,動詞,自由、任憑自己的意思。,Be free and do whatever you want.
16386,12019,名詞,一種食蟲目小型哺乳類動物，外型像小老鼠，民間傳說會為人帶來財運。,"A small insectivorous mammal that looks like a small mouse. According to folklore, it can bring wealth to people."
16387,12019,名詞,比喻守財奴。,A metaphor for a miser.
16388,12020,名詞,指不正確的事物、行為等。,"Refers to incorrect things, behaviors, etc."
16389,12021,動詞,任隨緣分而定，不加強求。,"Let it depend on fate, don't be too demanding."
16390,12022,動詞,安靜休養。,Quiet rest.
16391,12023,熟語,見機行事、因時制宜。臨事能妥善變通處置。,Act accordingly and adapt to changing circumstances. Ability to adapt appropriately to emergencies.
16392,12024,副詞,差一點、險些。,"Almost, almost."
16393,12025,名詞,金櫃、金庫。,"Gold cabinet, vault."
16394,12026,名詞,被閹割過的公雞。現在外面的招牌都戲稱「太監雞」。,"Castrated rooster. Now the sign outside is jokingly called ""Eunuch Chicken""."
16395,12027,名詞,地獄中的鬼王。在佛經中是地獄的審判者，掌管人間的生死、壽命，及獎善罰惡諸事。,"The ghost king in hell. In Buddhist scriptures, he is the judge of hell, in charge of life, death, lifespan, and rewards good and punishes evil."
16396,12028,名詞,金錢周轉的關頭。,The moment of money turnover.
16397,12029,名詞,魚類。體形和一般鰻魚相似，色澤黑褐，體表佈滿類似古錢的小圓圈，因此稱為「錢鰻」。生長於海底礁石中，頭尖細，尾扁平，眼小口大，門牙微露，全身光滑，生性凶猛，以海中小生物為食。,"fish. Its body shape is similar to that of ordinary eels, its color is dark brown, and its surface is covered with small circles similar to ancient coins, so it is called ""money eel"". It grows in the rocks on the seabed. It has a pointed head, a flat tail, small eyes and a big mouth, with slightly exposed front teeth. It has a smooth body and a ferocious nature. It feeds on small creatures in the sea."
16398,12030,名詞,用來套住刀、劍的硬殼。,A hard shell used to cover knives and swords.
16399,12031,名詞,首、腦袋。,"Head, head."
16400,12031,代詞,第一的、最初的。,"The first, the original."
16401,12031,副詞,表示方位、地方或場所的詞尾。,"A suffix indicating a location, place or place."
16402,12031,名詞,居前的領導人物。,A leading figure at the forefront.
16403,12031,,詞綴，可加於某些詞語後。,Affixes can be added to certain words.
16404,12031,名詞,根本、源頭。,"Fundamental, source."
16405,12031,名詞,事情的開端。,The beginning of things.
16406,12031,副詞,時間的開始階段。,The beginning of time.
16407,12031,名詞,碎屑、一點點。,Bits and pieces.
16408,12031,名詞,事、物的前端。,The front end of things.
16409,12031,名詞,最初得到的東西。,The first thing you get.
16410,12031,量詞,果菜或貨物批發時，大、中盤商用來計算一大籮菜或是一批貨的單位。一頭等於半擔或一籮，一擔就是兩頭。,"When wholesale of fruits, vegetables or goods, large and medium-sized merchants use it to calculate the unit of a large basket of vegetables or a batch of goods. One head is equal to half a load or a basket, and one load is equal to two heads."
16411,12031,名詞,一方、一邊。,"One side, one side."
16412,12031,名詞,指頭髮。,Point to hair.
16413,12032,名詞,脖子。,neck.
16414,12033,名詞,包在麵包、包子或水餃等食物裡頭的料。,"Ingredients wrapped in food such as bread, steamed buns or dumplings."
16415,12034,名詞,供人食宿的地方。,A place for people to eat and sleep.
16416,12034,名詞,房舍、住所。,"House, residence."
16417,12034,名詞,供人飲食娛樂或從事某些工作的場所。,"A place for people to eat, drink, entertain or engage in certain work."
16418,12035,名詞,盤結在頭頂上或挽在腦後的頭髮，有各種形狀。,The hair that is knotted on the top of the head or pulled back can come in various shapes.
16419,12036,名詞,人死後，每隔七天奠祭一次，第一個七日稱為「頭七」。民間傳說死者到這一天才知道自己已死，靈魂會回到家裡巡視，喪家會在這天延請僧人在靈前誦經致祭。,"After a person dies, drink offerings are made every seven days, and the first seven days are called the ""first seven days."" According to folklore, the deceased does not know that he is dead until this day, and the soul will return home to patrol. On this day, the bereaved family will invite monks to chant sutras in front of the soul and offer sacrifices."
16420,12037,名詞,首領、領袖。,"Chief, leader."
16421,12038,名詞,圍巾。,scarf.
16422,12039,名詞,頭胎、第一胎。,"Firstborn, first born."
16423,12040,名詞,一個單位的最高負責人，如領班等。,"The highest person in charge of a unit, such as the foreman, etc."
16424,12040,名詞,首席、高足。比喻技術高明或能幹的人。,"Chief, student. A metaphor for a skilled or capable person."
16425,12041,名詞,頭髮。,hair.
16426,12042,名詞,新上市。第一批出產的牲畜或蔬果。,New to market. The first batch of livestock or fruits and vegetables produced.
16427,12043,名詞,肋骨。人或高等動物胸腔兩側弓形的扁骨。前端有軟骨連接兩邊，後端和脊柱相接，形成胸廓，有保護胸腔內臟及控制呼吸的作用。,"rib cage. Arch-shaped flat bones on both sides of the chest of humans or higher animals. There is cartilage connecting the two sides at the front end, and the back end is connected with the spine to form the thorax, which protects the internal organs of the chest and controls breathing."
16428,12044,名詞,髮菜、頭髮菜。草本植物。形狀和顏色像頭髮，可供食用，春、秋兩季採收。臺灣玉山和阿里山山脈的森林草原或叢林地區有野生品種。,"Nostoc, Nostoc. herb. Shaped and colored like hair, it is edible and harvested in spring and autumn. There are wild species in the forest-steppe or jungle areas of Taiwan's Yushan and Alishan Mountains."
16429,12045,名詞,髮夾。用來固定頭髮的夾子，有美觀和讓頭髮整齊的作用。,Hairpins. Clips used to fix hair have the function of looking beautiful and keeping hair neat.
16430,12046,名詞,土地公生日。漢族傳統民俗節日之一。農曆二月初二。這天是土地公生日，也是農曆年後第一次祭祀土地公，所以該次的祭祀土地公稱做「頭牙」。,"The birthday of the Earth God. One of the traditional folk festivals of the Han nationality. The second day of the second lunar month. This day is the birthday of Tu Tu Gong, and it is also the first time to worship Tu Tu Gong after the Lunar New Year, so the sacrifice to Tu Tu Gong this time is called ""Touya""."
16431,12047,副詞,最初。最早的時期、剛開始的時候。,"initial. The earliest period, the beginning."
16432,12048,名詞,假髮束。,Wig Bundle.
16433,12049,名詞,頭和眼睛的合稱，引申為領導人、酋長、頭兒，通常有貶義，用來指稱壞人的領導者。,"The combined name of head and eyes is extended to leader, chief, chief. It usually has a derogatory meaning and is used to refer to the leader of bad people."
16434,12049,名詞,植物靠近根部的第一個節目。,Plant the first show near the roots.
16435,12050,名詞,頭目、頭子。,"Boss, boss."
16436,12050,形容詞,形容很熟悉某地、對某地方知道很多、很道地。,"Describes being very familiar with a place, knowing a lot about a place, and being very authentic."
16437,12051,時間詞,起初、起先。在時間或事情流程上比較早的。,"At first, at first. Earlier in time or in the flow of events."
16438,12052,名詞,榜首、第一名。在所有參加競賽的人中得到最好的成績。,"Top of the list, number one. Get the best score among all the contestants."
16439,12053,時間詞,頭七。人死後第七天。,First seven. The seventh day after death.
16440,12054,名詞,事情的始末。,The whole story.
16441,12054,副詞,前後。,before and after.
16442,12055,形容詞,首先到達的。,First to arrive.
16443,12056,名詞,孝巾。喪禮時死者親屬綁在頭上的白布。,Filial scarf. A white cloth tied to the head of the deceased's relatives during funerals.
16444,12057,副詞,剛才、剛剛。,"Just now, just now."
16445,12058,方位詞,前面、前方。指空間、次序上比較先的。,"Front, ahead. Refers to the first in space and order."
16446,12059,名詞,圍兜。小孩子穿掛在胸前，用來承接口水，防止衣服弄髒的衣物。,bib. Clothes worn by children on the chest to catch saliva and prevent clothes from getting dirty.
